A	B	Score
NCBP2	SNRPC	943
PCBP1	SNRPC	916
PCBP2	SNRPC	916
PLRG1	SNRPC	910
POLR2B	SNRPC	900
POLR2D	SNRPC	915
POLR2E	SNRPC	916
POLR2F	SNRPC	927
POLR2G	SNRPC	907
POLR2H	SNRPC	917
POLR2J	SNRPC	919
POLR2K	SNRPC	902
POLR2L	SNRPC	922
PPIE	SNRPC	907
PPIH	SNRPC	915
PPIL1	SNRPC	912
PPIL3	SNRPC	904
PPIL4	SNRPC	902
PPIL6	SNRPC	902
PRCC	SNRPC	902
PRPF3	SNRPC	919
PRPF31	SNRPC	919
PRPF38A	SNRPC	914
PRPF4	SNRPC	915
PRPF40A	SNRPC	942
PRPF6	SNRPC	913
PRPF8	SNRPC	927
PTBP1	SNRPC	901
PUF60	SNRPC	902
RBM17	SNRPC	902
RBM5	SNRPC	902
RBMX	SNRPC	902
RNPS1	SNRPC	944
SART1	SNRPC	925
SF1	SNRPC	945
SF3A3	SNRPC	942
SF3B1	SNRPC	922
SF3B2	SNRPC	923
SF3B3	SNRPC	916
SF3B4	SNRPC	923
SF3B5	SNRPC	946
SMNDC1	SNRPC	902
SNRNP200	SNRPC	939
SNRNP40	SNRPC	960
SNRNP70	SNRPC	961
SNRPA1	SNRPC	951
SNRPB	SNRPC	950
SNRPB2	SNRPC	949
SNRPD1	SNRPC	960
SNRPD2	SNRPC	954
SNRPE	SNRPC	960
SNRPF	SNRPC	959
SNRPG	SNRPC	952
SNRPN	SNRPC	950
SNU13	SNRPC	916
SNW1	SNRPC	912
SRRM1	SNRPC	907
SRRM2	SNRPC	911
SRRT	SNRPC	907
SRSF1	SNRPC	931
SRSF11	SNRPC	904
SRSF2	SNRPC	907
SRSF3	SNRPC	910
SRSF4	SNRPC	931
SRSF5	SNRPC	931
SRSF7	SNRPC	908
SUGP1	SNRPC	900
TXNL4A	SNRPC	916
U2AF1L4	SNRPC	907
U2AF2	SNRPC	940
U2SURP	SNRPC	902
USP39	SNRPC	902
WBP11	SNRPC	902
WBP4	SNRPC	922
XAB2	SNRPC	913
YBX1	SNRPC	905
ALYREF	SNRPD1	900
BCAS2	SNRPD1	965
BUD31	SNRPD1	958
CD2BP2	SNRPD1	915
CDC40	SNRPD1	965
CDC5L	SNRPD1	965
CHERP	SNRPD1	900
CLNS1A	SNRPD1	916
CLP1	SNRPD1	907
CPSF1	SNRPD1	901
CPSF7	SNRPD1	900
CRNKL1	SNRPD1	963
CSTF2	SNRPD1	923
CSTF2T	SNRPD1	923
CSTF3	SNRPD1	902
CTNNBL1	SNRPD1	902
CWC15	SNRPD1	965
CWC22	SNRPD1	961
CWC25	SNRPD1	965
CWC27	SNRPD1	963
DDX20	SNRPD1	922
DDX23	SNRPD1	963
DDX42	SNRPD1	922
DDX46	SNRPD1	922
DHX15	SNRPD1	915
DHX16	SNRPD1	961
DHX9	SNRPD1	915
EFTUD2	SNRPD1	965
ELAVL1	SNRPD1	902
ELAVL2	SNRPD1	902
ERH	SNRPD1	907
FIP1L1	SNRPD1	919
GCFC2	SNRPD1	901
GEMIN2	SNRPD1	938
GEMIN4	SNRPD1	902
GEMIN8	SNRPD1	930
GTF2F1	SNRPD1	901
GTF2F2	SNRPD1	902
HNRNPA0	SNRPD1	928
HNRNPA1	SNRPD1	928
HNRNPA2B1	SNRPD1	928
HNRNPA3	SNRPD1	928
HNRNPC	SNRPD1	928
HNRNPD	SNRPD1	928
HNRNPF	SNRPD1	902
HNRNPH1	SNRPD1	902
HNRNPH2	SNRPD1	902
HNRNPK	SNRPD1	901
HNRNPM	SNRPD1	923
HNRNPR	SNRPD1	902
HNRNPUL1	SNRPD1	903
HSPA8	SNRPD1	906
LSM2	SNRPD1	955
LSM3	SNRPD1	961
LSM5	SNRPD1	955
LSM6	SNRPD1	957
MAGOH	SNRPD1	923
MAGOHB	SNRPD1	923
NCBP1	SNRPD1	956
NCBP2	SNRPD1	943
PCBP1	SNRPD1	901
PCBP2	SNRPD1	900
PLRG1	SNRPD1	963
POLR2B	SNRPD1	914
POLR2E	SNRPD1	928
POLR2F	SNRPD1	920
POLR2G	SNRPD1	943
POLR2H	SNRPD1	919
POLR2K	SNRPD1	936
POLR2L	SNRPD1	961
PPIE	SNRPD1	965
PPIH	SNRPD1	961
PPIL1	SNRPD1	965
PPIL6	SNRPD1	923
PRMT1	SNRPD1	906
PRMT5	SNRPD1	913
PRPF3	SNRPD1	957
PRPF31	SNRPD1	961
PRPF4	SNRPD1	952
PRPF40A	SNRPD1	927
PRPF8	SNRPD1	965
PTBP1	SNRPD1	900
PUF60	SNRPD1	919
RBM17	SNRPD1	902
RBM5	SNRPD1	901
RBM8A	SNRPD1	961
RBMX	SNRPD1	905
RNPC3	SNRPD1	965
RNPS1	SNRPD1	921
SART1	SNRPD1	961
SF1	SNRPD1	912
SF3A3	SNRPD1	963
SF3B1	SNRPD1	965
SF3B2	SNRPD1	961
SF3B3	SNRPD1	965
SF3B5	SNRPD1	955
SMN1	SNRPD1	950
SMN2	SNRPD1	950
SMNDC1	SNRPD1	902
SNRNP200	SNRPD1	962
SNRNP25	SNRPD1	902
SNRNP35	SNRPD1	958
SNRNP48	SNRPD1	900
SNRNP70	SNRPD1	961
SNRPB	SNRPD1	979
SNRPD2	SNRPD1	979
SNRPE	SNRPD1	978
SNRPN	SNRPD1	950
SNU13	SNRPD1	960
SNUPN	SNRPD1	905
SRRM1	SNRPD1	904
SRRM2	SNRPD1	935
SRRT	SNRPD1	909
SRSF11	SNRPD1	906
SRSF2	SNRPD1	911
SRSF3	SNRPD1	913
SRSF4	SNRPD1	923
SRSF5	SNRPD1	923
SRSF7	SNRPD1	903
STRAP	SNRPD1	909
TFIP11	SNRPD1	914
TRA2B	SNRPD1	928
U2AF2	SNRPD1	915
U2SURP	SNRPD1	902
USP39	SNRPD1	954
WBP4	SNRPD1	908
WDR33	SNRPD1	900
XAB2	SNRPD1	961
YBX1	SNRPD1	904
ZMAT5	SNRPD1	963
ZRSR2	SNRPD1	906
ALYREF	SNRPD2	900
BCAS2	SNRPD2	955
BUD31	SNRPD2	950
CDC40	SNRPD2	955
CDC5L	SNRPD2	955
CHERP	SNRPD2	900
CLNS1A	SNRPD2	909
CLP1	SNRPD2	902
CPSF1	SNRPD2	901
CPSF7	SNRPD2	900
CRNKL1	SNRPD2	955
CSTF2	SNRPD2	923
CTNNBL1	SNRPD2	903
CWC15	SNRPD2	955
CWC22	SNRPD2	953
CWC25	SNRPD2	955
CWC27	SNRPD2	963
DDX20	SNRPD2	922
DDX42	SNRPD2	922
DDX46	SNRPD2	922
DHX16	SNRPD2	955
DHX9	SNRPD2	915
EFTUD2	SNRPD2	955
ELAVL1	SNRPD2	900
ELAVL2	SNRPD2	900
ERH	SNRPD2	907
GEMIN8	SNRPD2	902
GTF2F1	SNRPD2	903
HNRNPA2B1	SNRPD2	929
HNRNPA3	SNRPD2	929
HNRNPC	SNRPD2	929
HNRNPF	SNRPD2	904
HNRNPH1	SNRPD2	901
HNRNPH2	SNRPD2	901
HNRNPK	SNRPD2	900
HNRNPR	SNRPD2	902
HNRNPUL1	SNRPD2	901
HSPA8	SNRPD2	900
LSM2	SNRPD2	952
LSM5	SNRPD2	955
LSM6	SNRPD2	952
MAGOH	SNRPD2	920
NCBP1	SNRPD2	950
PCBP2	SNRPD2	900
PLRG1	SNRPD2	955
POLR2B	SNRPD2	916
POLR2E	SNRPD2	921
POLR2F	SNRPD2	955
POLR2H	SNRPD2	913
POLR2K	SNRPD2	928
PPIE	SNRPD2	955
PPIL1	SNRPD2	955
PPIL6	SNRPD2	923
PRMT1	SNRPD2	908
PRPF4	SNRPD2	950
PRPF40A	SNRPD2	923
PRPF40B	SNRPD2	814
PRPF8	SNRPD2	955
PTBP1	SNRPD2	900
PUF60	SNRPD2	923
RBM17	SNRPD2	902
RBM5	SNRPD2	901
RBM8A	SNRPD2	954
RBMX	SNRPD2	923
RNPC3	SNRPD2	955
RNPS1	SNRPD2	902
SF1	SNRPD2	912
SF3A3	SNRPD2	952
SF3B5	SNRPD2	955
SMN1	SNRPD2	943
SMN2	SNRPD2	943
SMNDC1	SNRPD2	902
SNRNP25	SNRPD2	907
SNRNP35	SNRPD2	946
SNRNP70	SNRPD2	955
SNRPB	SNRPD2	979
SNRPE	SNRPD2	978
SNRPN	SNRPD2	950
SNU13	SNRPD2	952
SNUPN	SNRPD2	905
SRRT	SNRPD2	904
SRSF11	SNRPD2	909
SRSF2	SNRPD2	907
SRSF3	SNRPD2	904
SRSF4	SNRPD2	923
SRSF5	SNRPD2	923
STRAP	SNRPD2	900
TFIP11	SNRPD2	914
TRA2B	SNRPD2	929
U2SURP	SNRPD2	930
WBP4	SNRPD2	908
XAB2	SNRPD2	955
YBX1	SNRPD2	904
ZMAT5	SNRPD2	955
ALYREF	SNRPD3	900
BCAS2	SNRPD3	965
BUD31	SNRPD3	957
CCAR1	SNRPD3	901
CD2BP2	SNRPD3	915
CDC40	SNRPD3	965
CDC5L	SNRPD3	965
CHERP	SNRPD3	900
CLNS1A	SNRPD3	922
CLP1	SNRPD3	907
CPSF1	SNRPD3	901
CPSF2	SNRPD3	902
CPSF3	SNRPD3	907
CPSF4	SNRPD3	902
CPSF7	SNRPD3	900
CRNKL1	SNRPD3	963
CSTF1	SNRPD3	902
CSTF2	SNRPD3	923
CSTF2T	SNRPD3	923
CSTF3	SNRPD3	904
CTNNBL1	SNRPD3	907
CWC15	SNRPD3	965
CWC22	SNRPD3	961
CWC25	SNRPD3	963
CWC27	SNRPD3	963
DDX20	SNRPD3	922
DDX23	SNRPD3	963
DDX42	SNRPD3	922
DDX46	SNRPD3	922
DDX5	SNRPD3	922
DHX15	SNRPD3	915
DHX16	SNRPD3	960
DHX38	SNRPD3	959
DHX9	SNRPD3	915
DNAJC8	SNRPD3	904
EFTUD2	SNRPD3	965
ELAVL1	SNRPD3	902
ELAVL2	SNRPD3	900
ERH	SNRPD3	905
FIP1L1	SNRPD3	916
FUS	SNRPD3	902
GCFC2	SNRPD3	901
GEMIN2	SNRPD3	922
GEMIN4	SNRPD3	900
GEMIN5	SNRPD3	902
GEMIN6	SNRPD3	902
GEMIN7	SNRPD3	900
GEMIN8	SNRPD3	902
GTF2F1	SNRPD3	902
GTF2F2	SNRPD3	902
HNRNPA0	SNRPD3	932
HNRNPA1	SNRPD3	932
HNRNPA2B1	SNRPD3	932
HNRNPA3	SNRPD3	932
HNRNPC	SNRPD3	932
HNRNPD	SNRPD3	932
HNRNPF	SNRPD3	916
HNRNPH1	SNRPD3	916
HNRNPH2	SNRPD3	916
HNRNPK	SNRPD3	902
HNRNPL	SNRPD3	902
HNRNPM	SNRPD3	923
HNRNPR	SNRPD3	915
HNRNPU	SNRPD3	908
HNRNPUL1	SNRPD3	903
HSPA8	SNRPD3	910
LSM10	SNRPD3	952
LSM11	SNRPD3	909
LSM2	SNRPD3	955
LSM3	SNRPD3	960
LSM5	SNRPD3	954
LSM6	SNRPD3	956
LSM7	SNRPD3	960
LSM8	SNRPD3	960
MAGOH	SNRPD3	914
MAGOHB	SNRPD3	914
MTREX	SNRPD3	904
NCBP1	SNRPD3	956
NCBP2	SNRPD3	943
NUDT21	SNRPD3	920
PABPN1	SNRPD3	907
PAPOLA	SNRPD3	903
PCBP1	SNRPD3	905
PCBP2	SNRPD3	919
PCF11	SNRPD3	900
PHF5A	SNRPD3	963
PLRG1	SNRPD3	963
POLR2B	SNRPD3	909
POLR2C	SNRPD3	916
POLR2D	SNRPD3	913
POLR2E	SNRPD3	919
POLR2F	SNRPD3	948
POLR2G	SNRPD3	913
POLR2H	SNRPD3	915
POLR2I	SNRPD3	907
POLR2J	SNRPD3	949
POLR2K	SNRPD3	925
POLR2L	SNRPD3	940
PPIE	SNRPD3	965
PPIH	SNRPD3	960
PPIL1	SNRPD3	965
PPIL3	SNRPD3	923
PPIL4	SNRPD3	923
PPIL6	SNRPD3	923
PPWD1	SNRPD3	902
PQBP1	SNRPD3	902
PRCC	SNRPD3	901
PRMT1	SNRPD3	908
PRMT5	SNRPD3	908
PRPF19	SNRPD3	960
PRPF3	SNRPD3	956
PRPF31	SNRPD3	960
PRPF38A	SNRPD3	960
PRPF4	SNRPD3	952
PRPF40A	SNRPD3	928
PRPF6	SNRPD3	965
PRPF8	SNRPD3	965
PTBP1	SNRPD3	905
PUF60	SNRPD3	923
RBM17	SNRPD3	902
RBM5	SNRPD3	909
RBM8A	SNRPD3	960
RBMX	SNRPD3	902
RNPC3	SNRPD3	965
RNPS1	SNRPD3	938
SART1	SNRPD3	960
SF1	SNRPD3	912
SF3A2	SNRPD3	963
SF3A3	SNRPD3	963
SF3B1	SNRPD3	965
SF3B2	SNRPD3	960
SF3B3	SNRPD3	965
SF3B4	SNRPD3	965
SF3B5	SNRPD3	954
SF3B6	SNRPD3	919
SLBP	SNRPD3	906
SMN1	SNRPD3	932
SMN2	SNRPD3	932
SMNDC1	SNRPD3	902
SNRNP200	SNRPD3	962
SNRNP25	SNRPD3	902
SNRNP27	SNRPD3	928
SNRNP35	SNRPD3	956
SNRNP40	SNRPD3	965
SNRNP48	SNRPD3	900
SNRNP70	SNRPD3	960
SNRPA	SNRPD3	954
SNRPA1	SNRPD3	956
SNRPB	SNRPD3	979
SNRPB2	SNRPD3	953
SNRPC	SNRPD3	959
SNRPD1	SNRPD3	979
SNRPD2	SNRPD3	979
SNRPE	SNRPD3	978
SNRPF	SNRPD3	979
SNRPG	SNRPD3	979
SNRPN	SNRPD3	950
SNU13	SNRPD3	960
SNUPN	SNRPD3	904
SNW1	SNRPD3	965
SRRM1	SNRPD3	928
SRRM2	SNRPD3	956
SRRT	SNRPD3	916
SRSF1	SNRPD3	923
SRSF11	SNRPD3	909
SRSF2	SNRPD3	907
SRSF3	SNRPD3	913
SRSF4	SNRPD3	931
SRSF5	SNRPD3	923
SRSF6	SNRPD3	923
SRSF7	SNRPD3	913
SRSF9	SNRPD3	923
STRAP	SNRPD3	900
SUGP1	SNRPD3	900
SYF2	SNRPD3	960
SYMPK	SNRPD3	907
TFIP11	SNRPD3	914
TRA2B	SNRPD3	932
TXNL4A	SNRPD3	950
U2AF1L4	SNRPD3	918
U2AF2	SNRPD3	948
U2SURP	SNRPD3	902
UPF3B	SNRPD3	902
USP39	SNRPD3	923
WBP11	SNRPD3	900
WBP4	SNRPD3	908
WDR33	SNRPD3	900
WDR77	SNRPD3	900
XAB2	SNRPD3	960
YBX1	SNRPD3	904
ZCRB1	SNRPD3	932
ZMAT5	SNRPD3	963
ZNF473	SNRPD3	901
ZRSR2	SNRPD3	913
ALYREF	SNRPE	900
CHERP	SNRPE	900
CLNS1A	SNRPE	909
CLP1	SNRPE	904
CPSF1	SNRPE	902
CWC15	SNRPE	955
CWC25	SNRPE	955
DDX42	SNRPE	922
DDX46	SNRPE	922
ERH	SNRPE	912
HNRNPC	SNRPE	932
HSPA8	SNRPE	900
LSM5	SNRPE	951
LSM6	SNRPE	951
PLRG1	SNRPE	954
POLR2E	SNRPE	954
POLR2F	SNRPE	955
POLR2H	SNRPE	920
PRMT1	SNRPE	906
PRPF8	SNRPE	958
PUF60	SNRPE	912
RBM8A	SNRPE	951
RNPC3	SNRPE	955
RNPS1	SNRPE	931
SLBP	SNRPE	908
SNRNP35	SNRPE	951
SNRNP70	SNRPE	953
SNRPB	SNRPE	978
SNUPN	SNRPE	919
SRRT	SNRPE	904
SRSF5	SNRPE	923
TRA2B	SNRPE	932
U2SURP	SNRPE	902
ZNF473	SNRPE	901
ALYREF	SNRPF	900
BCAS2	SNRPF	965
BUD31	SNRPF	957
CD2BP2	SNRPF	906
CDC40	SNRPF	965
CDC5L	SNRPF	965
CHERP	SNRPF	900
CLNS1A	SNRPF	905
CLP1	SNRPF	900
CPSF1	SNRPF	902
CPSF2	SNRPF	904
CPSF4	SNRPF	904
CPSF7	SNRPF	902
CRNKL1	SNRPF	963
CSTF2	SNRPF	934
CSTF2T	SNRPF	934
CSTF3	SNRPF	916
CTNNBL1	SNRPF	902
CWC15	SNRPF	965
CWC22	SNRPF	963
CWC25	SNRPF	963
CWC27	SNRPF	963
DDX20	SNRPF	929
DDX23	SNRPF	963
DDX42	SNRPF	929
DDX46	SNRPF	929
DHX15	SNRPF	928
DHX16	SNRPF	960
DHX38	SNRPF	959
DHX9	SNRPF	928
EFTUD2	SNRPF	965
ELAVL1	SNRPF	902
ELAVL2	SNRPF	900
ERH	SNRPF	908
FIP1L1	SNRPF	902
GCFC2	SNRPF	900
GEMIN2	SNRPF	938
GEMIN4	SNRPF	900
GEMIN5	SNRPF	906
GEMIN6	SNRPF	902
GEMIN7	SNRPF	900
GEMIN8	SNRPF	909
GTF2F1	SNRPF	902
GTF2F2	SNRPF	902
HNRNPA0	SNRPF	932
HNRNPA1	SNRPF	932
HNRNPA2B1	SNRPF	932
HNRNPA3	SNRPF	932
HNRNPC	SNRPF	932
HNRNPD	SNRPF	932
HNRNPF	SNRPF	903
HNRNPH1	SNRPF	910
HNRNPH2	SNRPF	913
HNRNPK	SNRPF	900
HNRNPM	SNRPF	934
HNRNPR	SNRPF	902
HNRNPU	SNRPF	904
HNRNPUL1	SNRPF	901
HSPA8	SNRPF	900
LSM10	SNRPF	952
LSM11	SNRPF	902
LSM2	SNRPF	955
LSM3	SNRPF	960
LSM5	SNRPF	954
LSM6	SNRPF	956
MAGOH	SNRPF	950
MAGOHB	SNRPF	950
NCBP1	SNRPF	956
NCBP2	SNRPF	943
NUDT21	SNRPF	912
PCBP1	SNRPF	901
PCBP2	SNRPF	901
PCF11	SNRPF	900
PLRG1	SNRPF	963
POLR2B	SNRPF	902
POLR2D	SNRPF	913
POLR2E	SNRPF	962
POLR2F	SNRPF	957
POLR2G	SNRPF	934
POLR2H	SNRPF	960
POLR2J	SNRPF	949
POLR2K	SNRPF	965
POLR2L	SNRPF	962
PPIE	SNRPF	965
PPIH	SNRPF	960
PPIL1	SNRPF	965
PPIL3	SNRPF	932
PPIL6	SNRPF	932
PRCC	SNRPF	902
PRMT1	SNRPF	905
PRMT5	SNRPF	909
PRPF3	SNRPF	956
PRPF31	SNRPF	960
PRPF4	SNRPF	952
PRPF40A	SNRPF	932
PRPF8	SNRPF	965
PTBP1	SNRPF	905
PUF60	SNRPF	914
RBM17	SNRPF	902
RBM5	SNRPF	900
RBM8A	SNRPF	960
RBMX	SNRPF	902
RNPC3	SNRPF	965
RNPS1	SNRPF	902
SART1	SNRPF	960
SF1	SNRPF	907
SF3A3	SNRPF	963
SF3B1	SNRPF	965
SF3B2	SNRPF	960
SF3B3	SNRPF	965
SF3B4	SNRPF	963
SF3B5	SNRPF	954
SLBP	SNRPF	902
SMN1	SNRPF	950
SMN2	SNRPF	950
SMNDC1	SNRPF	900
SNRNP200	SNRPF	962
SNRNP25	SNRPF	905
SNRNP35	SNRPF	956
SNRNP48	SNRPF	900
SNRNP70	SNRPF	960
SNRPB	SNRPF	979
SNRPD1	SNRPF	978
SNRPD2	SNRPF	979
SNRPE	SNRPF	978
SNRPG	SNRPF	978
SNRPN	SNRPF	950
SNU13	SNRPF	959
SNUPN	SNRPF	900
SRRM1	SNRPF	900
SRRM2	SNRPF	956
SRRT	SNRPF	902
SRSF11	SNRPF	902
SRSF2	SNRPF	904
SRSF3	SNRPF	907
SRSF4	SNRPF	934
SRSF5	SNRPF	934
SRSF7	SNRPF	904
STRAP	SNRPF	901
TFIP11	SNRPF	931
TRA2B	SNRPF	932
TXNL4A	SNRPF	949
U2AF1L4	SNRPF	936
U2AF2	SNRPF	953
U2SURP	SNRPF	902
UPF3B	SNRPF	900
USP39	SNRPF	933
WBP4	SNRPF	901
WDR33	SNRPF	900
XAB2	SNRPF	960
YBX1	SNRPF	902
ZMAT5	SNRPF	963
ZNF473	SNRPF	900
ZRSR2	SNRPF	913
ALYREF	SNRPG	900
BCAS2	SNRPG	953
BUD31	SNRPG	950
CD2BP2	SNRPG	906
CDC40	SNRPG	952
CDC5L	SNRPG	952
CHERP	SNRPG	900
CLNS1A	SNRPG	905
CLP1	SNRPG	900
CPSF1	SNRPG	901
CPSF2	SNRPG	902
CPSF4	SNRPG	902
CPSF7	SNRPG	901
CRNKL1	SNRPG	953
CSTF2	SNRPG	934
CSTF2T	SNRPG	934
CSTF3	SNRPG	900
CTNNBL1	SNRPG	902
CWC15	SNRPG	952
CWC22	SNRPG	952
CWC25	SNRPG	952
CWC27	SNRPG	963
DDX20	SNRPG	929
DDX23	SNRPG	952
DDX42	SNRPG	929
DDX46	SNRPG	929
DHX15	SNRPG	929
DHX16	SNRPG	950
DHX9	SNRPG	929
EFTUD2	SNRPG	953
ELAVL1	SNRPG	915
ELAVL2	SNRPG	904
ERH	SNRPG	907
FIP1L1	SNRPG	902
GCFC2	SNRPG	900
GEMIN2	SNRPG	931
GEMIN4	SNRPG	900
GEMIN5	SNRPG	900
GEMIN6	SNRPG	902
GEMIN8	SNRPG	901
GTF2F1	SNRPG	900
GTF2F2	SNRPG	902
HNRNPA0	SNRPG	932
HNRNPA1	SNRPG	932
HNRNPA2B1	SNRPG	932
HNRNPA3	SNRPG	932
HNRNPC	SNRPG	928
HNRNPD	SNRPG	932
HNRNPF	SNRPG	902
HNRNPH1	SNRPG	902
HNRNPH2	SNRPG	902
HNRNPK	SNRPG	900
HNRNPM	SNRPG	934
HNRNPR	SNRPG	904
HNRNPU	SNRPG	905
HNRNPUL1	SNRPG	902
HSPA8	SNRPG	900
LSM10	SNRPG	942
LSM11	SNRPG	900
LSM2	SNRPG	950
LSM3	SNRPG	951
LSM5	SNRPG	951
LSM6	SNRPG	950
MAGOH	SNRPG	943
MAGOHB	SNRPG	943
NCBP1	SNRPG	950
NCBP2	SNRPG	943
NUDT21	SNRPG	907
PCBP1	SNRPG	900
PCBP2	SNRPG	900
PCF11	SNRPG	900
PLRG1	SNRPG	955
POLR2B	SNRPG	908
POLR2D	SNRPG	910
POLR2E	SNRPG	952
POLR2F	SNRPG	943
POLR2G	SNRPG	910
POLR2H	SNRPG	950
POLR2J	SNRPG	943
POLR2K	SNRPG	952
POLR2L	SNRPG	950
PPIE	SNRPG	952
PPIH	SNRPG	951
PPIL1	SNRPG	952
PPIL3	SNRPG	940
PPIL6	SNRPG	932
PRMT1	SNRPG	905
PRMT5	SNRPG	909
PRPF3	SNRPG	951
PRPF31	SNRPG	951
PRPF4	SNRPG	947
PRPF40A	SNRPG	934
PRPF40B	SNRPG	814
PRPF8	SNRPG	953
PTBP1	SNRPG	900
PUF60	SNRPG	912
RBM17	SNRPG	901
RBM5	SNRPG	900
RBM8A	SNRPG	950
RBMX	SNRPG	900
RNPC3	SNRPG	955
RNPS1	SNRPG	902
SART1	SNRPG	950
SF1	SNRPG	900
SF3A3	SNRPG	951
SF3B1	SNRPG	953
SF3B2	SNRPG	950
SF3B3	SNRPG	955
SF3B5	SNRPG	951
SLBP	SNRPG	906
SMN1	SNRPG	947
SMN2	SNRPG	947
SMNDC1	SNRPG	902
SNRNP200	SNRPG	951
SNRNP25	SNRPG	902
SNRNP35	SNRPG	944
SNRNP48	SNRPG	900
SNRNP70	SNRPG	952
SNRPB	SNRPG	979
SNRPD1	SNRPG	978
SNRPD2	SNRPG	979
SNRPE	SNRPG	978
SNRPN	SNRPG	950
SNU13	SNRPG	953
SNUPN	SNRPG	900
SRRM1	SNRPG	914
SRRM2	SNRPG	950
SRRT	SNRPG	900
SRSF11	SNRPG	903
SRSF2	SNRPG	902
SRSF3	SNRPG	905
SRSF4	SNRPG	934
SRSF5	SNRPG	934
SRSF7	SNRPG	905
STRAP	SNRPG	900
TFIP11	SNRPG	925
TRA2B	SNRPG	932
U2AF1L4	SNRPG	907
U2AF2	SNRPG	950
U2SURP	SNRPG	900
UPF3B	SNRPG	906
USP39	SNRPG	950
WBP4	SNRPG	901
WDR33	SNRPG	900
XAB2	SNRPG	950
YBX1	SNRPG	902
ZMAT5	SNRPG	955
ZNF473	SNRPG	900
ZRSR2	SNRPG	907
ALYREF	SNRPN	900
BUD31	SNRPN	943
CHERP	SNRPN	902
CLP1	SNRPN	904
CPSF1	SNRPN	902
CWC15	SNRPN	950
CWC22	SNRPN	950
CWC25	SNRPN	950
DDX42	SNRPN	922
DDX46	SNRPN	922
EFTUD2	SNRPN	950
ELAVL1	SNRPN	902
HNRNPC	SNRPN	927
HNRNPF	SNRPN	909
HSPA8	SNRPN	900
LSM5	SNRPN	943
LSM6	SNRPN	943
PLRG1	SNRPN	949
POLR2E	SNRPN	930
POLR2F	SNRPN	927
POLR2H	SNRPN	919
PPIL6	SNRPN	923
PRPF40A	SNRPN	930
PRPF8	SNRPN	950
PUF60	SNRPN	916
RBM17	SNRPN	905
RBM8A	SNRPN	945
RNPS1	SNRPN	943
SNRNP70	SNRPN	946
SNRPB	SNRPN	900
SNRPE	SNRPN	950
SNU13	SNRPN	947
SRRT	SNRPN	904
SRSF5	SNRPN	923
TFIP11	SNRPN	935
TRA2B	SNRPN	927
U2SURP	SNRPN	902
NOS1	SNTA1	800
DMD	SNTG2	859
ALYREF	SNU13	900
BUD31	SNU13	906
CHERP	SNU13	900
CLP1	SNU13	902
CPSF1	SNU13	902
CWC15	SNU13	905
CWC22	SNU13	902
CWC25	SNU13	902
DDX42	SNU13	923
DDX46	SNU13	923
DDX52	SNU13	918
EFTUD2	SNU13	961
ELAVL1	SNU13	901
EMG1	SNU13	961
HNRNPC	SNU13	915
HNRNPF	SNU13	901
HSPA8	SNU13	910
IK	SNU13	902
LSM5	SNU13	953
LSM6	SNU13	951
NOP14	SNU13	952
PLRG1	SNU13	930
POLR2E	SNU13	958
POLR2F	SNU13	943
POLR2H	SNU13	952
PPIL6	SNU13	923
PRPF8	SNU13	961
PUF60	SNU13	909
RBM17	SNU13	902
RBM8A	SNU13	909
RNPC3	SNU13	958
RNPS1	SNU13	910
RPS14	SNU13	957
SNRNP35	SNU13	910
SNRNP70	SNU13	911
SNRPB	SNU13	947
SNRPE	SNU13	953
SRRT	SNU13	901
SRSF5	SNU13	908
TBL3	SNU13	961
TFIP11	SNU13	900
TRA2B	SNU13	915
U2SURP	SNU13	908
UTP14C	SNU13	948
UTP25	SNU13	910
WDR36	SNU13	959
WDR43	SNU13	959
ALYREF	SNW1	900
BCAS2	SNW1	965
BUD31	SNW1	953
CCAR1	SNW1	907
CCNC	SNW1	900
CD2BP2	SNW1	908
CDC40	SNW1	965
CDC5L	SNW1	965
CDK8	SNW1	900
CHERP	SNW1	906
CKAP5	SNW1	890
CLP1	SNW1	928
CPSF1	SNW1	907
CPSF2	SNW1	910
CPSF4	SNW1	904
CPSF7	SNW1	902
CREBBP	SNW1	903
CRNKL1	SNW1	962
CSTF2	SNW1	902
CSTF2T	SNW1	902
CSTF3	SNW1	919
CTNNBL1	SNW1	923
CWC15	SNW1	965
CWC22	SNW1	964
CWC25	SNW1	963
CWC27	SNW1	970
DDX23	SNW1	923
DDX42	SNW1	923
DDX46	SNW1	953
DHX15	SNW1	937
DHX16	SNW1	956
DHX38	SNW1	954
DHX9	SNW1	927
DNAJC8	SNW1	902
EFTUD2	SNW1	965
ELAVL1	SNW1	902
ELAVL2	SNW1	902
EP300	SNW1	903
FIP1L1	SNW1	919
FOXN3	SNW1	800
GCFC2	SNW1	923
GTF2F1	SNW1	902
GTF2F2	SNW1	903
HDAC1	SNW1	900
HDAC11	SNW1	900
HDAC2	SNW1	900
HDAC3	SNW1	900
HDAC4	SNW1	900
HDAC6	SNW1	900
HDAC8	SNW1	900
HDAC9	SNW1	900
HNRNPA0	SNW1	934
HNRNPA1	SNW1	934
HNRNPA2B1	SNW1	934
HNRNPA3	SNW1	934
HNRNPC	SNW1	933
HNRNPD	SNW1	934
HNRNPF	SNW1	902
HNRNPH1	SNW1	902
